slug,name,category,tier,description,date_added,last_tested
fuel-consumption-converter,Fuel Consumption Converter,converters,3,"Convert between L/100km, MPG UK, MPG US and km/L with vehicle efficiency ratings and common references",2026-03-16,2026-03-16
text-to-slug,Text to Slug Converter,text,3,"Convert text to URL-friendly slugs with options for separator style, lowercase toggle and special character stripping",2026-03-16,2026-03-16
random-text-generator,Random Text Generator,text,3,"Generate random lorem ipsum, names, email addresses, physical addresses and numbers for testing and placeholder content",2026-03-16,2026-03-16
readability-score-checker,Readability Score Checker,text,2,"Calculate Flesch-Kincaid, Gunning Fog, Coleman-Liau and reading ease scores with colour-coded ratings and text statistics",2026-03-16,2026-03-16
find-and-replace,Find and Replace,text,2,"Bulk find and replace across pasted text with regex support, case sensitivity toggle and match highlighting preview",2026-03-16,2026-03-16
text-to-csv-converter,Text to CSV Converter,text,3,"Convert delimited text to CSV format with auto-detection of commas, tabs, pipes and semicolons plus table preview",2026-03-16,2026-03-16
line-counter,Line Counter,text,3,"Count lines, words, characters, sentences and paragraphs with average words per line and live updating statistics",2026-03-16,2026-03-16
text-encryption-tool,Text Encryption Tool,text,2,Simple text encryption and decryption using Vigenere and Caesar ciphers with customisable passphrase and shift values,2026-03-16,2026-03-16
email-extractor,Email Extractor,text,3,"Extract all email addresses from pasted text using regex with unique list display, count and copy-all functionality",2026-03-16,2026-03-16
whitespace-cleaner,Whitespace Cleaner,text,3,"Remove extra whitespace, blank lines, trailing spaces and normalise line endings with before and after character count comparison",2026-03-16,2026-03-16
text-to-speech-previewer,Text to Speech Previewer,text,2,"Preview text with browser speech synthesis at different speeds, pitches and voices with play, pause and stop controls",2026-03-16,2026-03-16
work-days-calculator,Work Days Calculator,datetime,2,"Calculate working days between two dates excluding weekends and UK bank holidays with full breakdown of total, weekend and holiday days",2026-03-16,2026-03-16
week-number-calculator,Week Number Calculator,datetime,3,"Find the ISO week number for any date plus day of week, day of year and days remaining with optional year calendar view",2026-03-16,2026-03-16
leap-year-checker,Leap Year Checker,datetime,3,Check if any year is a leap year with explanation of the rule and a list of the next 10 upcoming leap years,2026-03-16,2026-03-16
stopwatch,Online Stopwatch,datetime,3,"Online stopwatch with start, stop, reset and lap timer showing elapsed time in hours, minutes, seconds and milliseconds",2026-03-16,2026-03-16
world-clock,World Clock,datetime,2,See current time in multiple cities around the world simultaneously with live updating display and add or remove cities,2026-03-16,2026-03-16
date-format-converter,Date Format Converter,datetime,3,"Convert dates between UK, US, ISO, written and Unix timestamp formats with auto-detection and copy buttons for each format",2026-03-16,2026-03-16
volume-calculator,Volume Calculator,maths,2,"Calculate the volume of common 3D shapes including cube, sphere, cylinder, cone and pyramid with results in cubic cm, m and litres",2026-03-16,2026-03-16
quadratic-equation-solver,Quadratic Equation Solver,maths,2,Solve quadratic equations with step-by-step working showing discriminant calculation and real or complex roots,2026-03-16,2026-03-16
prime-number-checker,Prime Number Checker,maths,3,"Check if a number is prime, see its factors if composite, and find the next 10 prime numbers with list primes up to N",2026-03-16,2026-03-16
greatest-common-factor-calculator,Greatest Common Factor Calculator,maths,3,Find the GCF and LCM of two or more numbers with prime factorisation and step-by-step Euclidean algorithm working,2026-03-16,2026-03-16
scientific-notation-converter,Scientific Notation Converter,maths,3,Convert between standard and scientific notation showing mantissa and exponent separately for very large and small numbers,2026-03-16,2026-03-16
logarithm-calculator,Logarithm Calculator,maths,2,"Calculate logarithms in any base with presets for log10, natural log and log2 plus antilog and change of base formula",2026-03-16,2026-03-16
trigonometry-calculator,Trigonometry Calculator,maths,2,"Calculate sin, cos, tan, csc, sec and cot for any angle in degrees or radians with visual unit circle indicator",2026-03-16,2026-03-16
probability-calculator,Probability Calculator,maths,2,"Calculate probability, combinations (nCr), permutations (nPr) and independent events with formulas and step-by-step working",2026-03-16,2026-03-16
excuse-generator,Excuse Generator,fun,2,"Generate funny excuses by category including work, social, gym, chores and school with rating and copy functionality",2026-03-16,2026-03-16
pickup-line-generator,Pickup Line Generator,fun,2,"Generate cheesy and clever pickup lines by category including nerdy, food-themed and animal-themed for a laugh",2026-03-16,2026-03-16
roast-generator,Roast Generator,fun,2,"Generate light-hearted friendly roast jokes across categories like tech, food, sports and fashion, all kept clean and fun",2026-03-16,2026-03-16
compliment-generator,Compliment Generator,fun,2,"Generate genuine compliments for friends, partners, colleagues and self-affirmation with warm encouraging messages",2026-03-16,2026-03-16
bucket-list-generator,Bucket List Generator,fun,2,"Generate bucket list ideas by category including travel, food, adventure, learning, creative and wellness with personal list builder",2026-03-16,2026-03-16
nickname-generator,Nickname Generator,fun,2,"Generate nicknames from a real name in different styles including cute, cool, funny, sporty and royal variations",2026-03-16,2026-03-16
conspiracy-theory-generator,Conspiracy Theory Generator,fun,2,"Generate absurd fictional conspiracy theories for laughs by combining random subjects, actions and reasons, clearly marked as satire",2026-03-16,2026-03-16
new-hobby-suggester,New Hobby Suggester,fun,2,"Discover new hobbies based on your preferences for indoor or outdoor, budget, time available and social or solo activities",2026-03-16,2026-03-16
pension-calculator,Pension Calculator,finance,2,"Calculate pension pot growth with employer and employee contributions, expected growth rate and projected retirement income",2026-03-16,2026-03-16
isa-calculator,ISA Calculator,finance,2,"ISA savings calculator with annual allowance tracking, monthly deposits and year-by-year growth projection table",2026-03-16,2026-03-16
dividend-tax-calculator,Dividend Tax Calculator,finance,2,"Calculate UK dividend tax across basic, higher and additional rate bands with tax-free allowance for the 2026/27 tax year",2026-03-16,2026-03-16
inheritance-tax-calculator,Inheritance Tax Calculator,finance,2,"Estimate UK inheritance tax liability with nil-rate band, residence nil-rate band and taper relief calculations",2026-03-16,2026-03-16
council-tax-calculator,Council Tax Calculator,finance,2,"Look up council tax bands A to H with relative amounts, single occupancy discount and typical annual ranges",2026-03-16,2026-03-16
child-benefit-calculator,Child Benefit Calculator,finance,2,"Calculate child benefit amount including high income child benefit charge taper for earnings over £60,000",2026-03-16,2026-03-16
debt-payoff-calculator,Debt Payoff Calculator,finance,1,Compare snowball vs avalanche debt repayment strategies with timeline visualisation and total interest comparison,2026-03-16,2026-03-16
credit-card-payoff-calculator,Credit Card Payoff Calculator,finance,2,Calculate how long to pay off credit card debt at minimum vs fixed payments with total interest comparison,2026-03-16,2026-03-16
national-insurance-calculator,National Insurance Calculator,finance,2,Calculate employee and employer National Insurance contributions by earnings with 2026/27 thresholds and rates,2026-03-16,2026-03-16
invoice-number-generator,Invoice Number Generator,business,3,"Generate sequential invoice numbers with customisable prefix, date format and separator options with preview",2026-03-16,2026-03-16
business-card-designer,Business Card Designer,business,2,"Design and preview a simple business card layout with name, title, company and contact details in standard card ratio",2026-03-16,2026-03-16
social-media-post-scheduler,Social Media Post Scheduler,business,1,Plan a week of social media posts across platforms with best posting time suggestions and exportable schedule,2026-03-16,2026-03-16
content-calendar-generator,Content Calendar Generator,business,1,"Generate a monthly content calendar with topic ideas by niche, content type and posting frequency",2026-03-16,2026-03-16
pricing-calculator,Pricing Calculator,business,2,"Calculate product pricing with cost, markup, margin and competitive pricing analysis with volume discount tiers",2026-03-16,2026-03-16
meeting-agenda-generator,Meeting Agenda Generator,business,2,"Generate structured meeting agendas with timed sections, action items and automatic time allocation per item",2026-03-16,2026-03-16
employee-cost-calculator,Employee Cost Calculator,business,2,"Calculate total cost of an employee including salary, employer NI, pension contributions, benefits and overhead",2026-03-16,2026-03-16
startup-runway-calculator,Startup Runway Calculator,business,2,"Calculate months of startup runway from cash balance, monthly burn rate and revenue with break-even analysis",2026-03-16,2026-03-16
word-cloud-generator,Word Cloud Generator,business,2,"Generate a word cloud from pasted text with word frequency analysis, stop word filtering and visual display",2026-03-16,2026-03-16
nda-template-generator,NDA Template Generator,business,2,"Generate a basic NDA template with customisable party names, purpose and duration with legal disclaimer",2026-03-16,2026-03-16
receipt-generator,Receipt Generator,business,2,"Create simple receipt layouts with business name, line items, quantities, VAT toggle and total calculation",2026-03-16,2026-03-16
tax-year-calendar,Tax Year Calendar,business,3,"UK tax year key dates, deadlines and payment schedules including self-assessment, PAYE and corporation tax dates",2026-03-16,2026-03-16
company-name-checker,Company Name Checker,business,2,Check company name availability against restricted words and naming rules with similar name suggestions,2026-03-16,2026-03-16
cooking-timer,Cooking Timer,cooking,2,"Multiple simultaneous cooking timers with custom labels, duration settings and audio alerts when time is up",2026-03-16,2026-03-16
meat-cooking-calculator,Meat Cooking Calculator,cooking,2,"Calculate cooking times and temperatures for beef, chicken, pork, lamb and turkey by cut and weight with rest time",2026-03-16,2026-03-16
baking-conversion-calculator,Baking Conversion Calculator,cooking,2,"Convert between cups, grams and ounces for common baking ingredients with ingredient-specific density adjustments",2026-03-16,2026-03-16
egg-timer,Egg Timer,cooking,3,"Perfect egg timer for soft, medium and hard boiled with adjustments for egg size, starting temperature and altitude",2026-03-16,2026-03-16
bbq-planner,BBQ Planner,cooking,2,"Calculate meat, sides and drinks quantities for a BBQ by guest count with shopping list and estimated budget",2026-03-16,2026-03-16
meal-planner,Meal Planner,cooking,1,"Weekly meal planner with breakfast, lunch, dinner and snacks grid, dietary filters and automatic shopping list generation",2026-03-16,2026-03-16
calories-in-recipe,Calories in Recipe,cooking,2,"Estimate total and per-serving calories from a list of ingredients with protein, carbs and fat macro breakdown",2026-03-16,2026-03-16
freezer-storage-guide,Freezer Storage Guide,cooking,2,Searchable guide to how long common foods can be frozen with storage tips organised by category,2026-03-16,2026-03-16
substitute-ingredient-finder,Substitute Ingredient Finder,cooking,2,Find cooking substitutes for common ingredients with ratio adjustments and flavour notes for 50+ ingredients,2026-03-16,2026-03-16
kitchen-unit-converter,Kitchen Unit Converter,cooking,2,"Quick kitchen-specific conversions between tablespoons, teaspoons, cups, ml and fl oz with preset quick buttons",2026-03-16,2026-03-16
sourdough-calculator,Sourdough Calculator,cooking,2,"Calculate sourdough bread ratios for flour, water, starter and salt by target dough weight and hydration percentage",2026-03-16,2026-03-16
pizza-dough-calculator,Pizza Dough Calculator,cooking,2,"Calculate pizza dough ingredients by number of pizzas, size and thickness with hydration and rise time guidance",2026-03-16,2026-03-16
cocktail-recipe-generator,Cocktail Recipe Generator,cooking,2,"Generate cocktail recipes from available spirits and flavour preferences with ingredients, method and glassware",2026-03-16,2026-03-16
